purchase_id,purchase_timestamp,delivery_timestamp,delivery_company
20149,2021-01-08T06:47:25,,360
20150,2021-01-01T23:51:34,2021-01-04T09:21:33.930563,360
20151,2021-01-06T21:44:48,2021-01-08T23:06:01.064010,360
20152,2021-01-05T13:05:16,2021-01-07T00:38:41.245289,516
20153,2021-01-07T16:37:30,2021-01-08T19:29:57.357494,
20154,2021-01-06T13:26:41,2021-01-08T05:41:12.627615,360
20155,2021-01-03T13:06:45,2021-01-04T17:04:57.383459,516
20156,2021-01-07T19:06:06,2021-01-10T11:03:21.930265,360
20157,2021-01-07T23:45:28,2021-01-09T16:12:52.025854,360
20158,2021-01-05T21:22:10,2021-01-07T01:02:03.697714,620
20159,2021-01-06T21:42:12,2021-01-08T00:19:50.508160,516
20160,2021-01-01T16:44:15,2021-01-03T07:10:57.419753,
20161,2021-01-07T06:02:20,2021-01-08T17:55:21.279337,620
20162,2021-01-08T07:09:03,2021-01-09T15:54:06.269229,620
20163,2021-01-05T01:09:56,2021-01-07T04:11:04.663687,360
20164,2021-01-03T15:55:17,2021-01-05T18:45:07.140080,360
20165,2021-01-06T22:25:51,2021-01-08T17:54:58.676261,360
20166,2021-01-07T06:46:15,2021-01-08T10:57:37.629607,
20167,2021-01-02T15:31:45,2021-01-04T16:42:58.070072,
20168,2021-01-07T22:02:15,2021-01-09T16:00:40.189144,360
20169,2021-01-02T15:17:55,2021-01-04T10:33:46.213866,620
20170,2021-01-05T22:52:57,2021-01-07T04:11:36.113839,516
20171,2021-01-06T04:46:57,2021-01-07T13:59:04.873030,620
20172,2021-01-05T06:18:14,2021-01-06T23:00:25.314417,516
20173,2021-01-03T20:04:24,2021-01-05T18:22:58.531184,360
20174,2021-01-07T09:23:32,2021-01-09T05:21:03.524427,360
20175,2021-01-04T21:20:56,2021-01-06T13:57:29.860494,620
20176,2021-01-04T20:07:04,2021-01-06T08:01:58.112711,620
20177,2021-01-04T06:45:21,2021-01-06T04:44:16.376152,620
20178,2021-01-03T05:13:20,2021-01-04T21:43:09.379513,360
20179,2021-01-08T06:46:50,2021-01-09T14:09:20.154513,516
20180,2021-01-01T15:17:32,2021-01-03T11:01:42.093441,360
20181,2021-01-03T06:51:38,2021-01-05T18:23:31.709535,360
20182,2021-01-03T06:59:39,2021-01-06T00:53:20.346786,620
20183,2021-01-03T17:38:05,2021-01-06T15:07:12.328735,516
20184,2021-01-01T09:40:35,2021-01-04T00:27:52.651235,516
20185,2021-01-06T13:32:28,2021-01-08T20:51:55.067939,516
20186,2021-01-07T11:58:20,2021-01-09T09:24:49.192167,516
20187,2021-01-03T14:52:43,2021-01-06T16:04:15.390627,360
20188,2021-01-02T20:59:06,2021-01-06T08:36:10.089258,516
20189,2021-01-05T14:49:27,,620
20190,2021-01-01T01:34:24,2021-01-04T06:36:29.134171,360
20191,2021-01-02T03:14:38,2021-01-04T20:55:02.783037,
20192,2021-01-05T09:51:29,2021-01-08T01:23:07.391874,620
20193,2021-01-02T08:29:09,2021-01-06T02:40:38.453811,360
20194,2021-01-03T00:30:46,2021-01-05T21:13:37.001635,516
20195,2021-01-07T04:16:10,2021-01-10T00:25:14.103139,360
20196,2021-01-07T00:43:47,2021-01-09T10:06:31.168614,620
20197,2021-01-06T19:19:35,2021-01-09T12:13:06.492478,620
20198,2021-01-03T01:19:45,,360
20199,2021-01-07T11:45:47,2021-01-10T15:50:12.947127,360
20200,2021-01-03T05:30:54,2021-01-05T18:39:40.693884,360
20201,2021-01-06T06:23:54,2021-01-09T08:00:00.622781,360
20202,2021-01-06T08:27:25,2021-01-09T12:48:22.640218,360
20203,2021-01-04T11:33:52,2021-01-07T13:23:12.387865,516
20204,2021-01-06T21:10:12,2021-01-09T21:51:39.510970,360
20205,2021-01-02T02:23:48,2021-01-05T02:33:16.607032,620
20206,2021-01-03T02:06:36,,620
20207,2021-01-06T06:51:21,2021-01-08T18:36:40.427666,516
20208,2021-01-01T06:34:37,2021-01-04T04:12:42.564669,516
20209,2021-01-05T09:12:49,2021-01-07T23:36:47.846776,
20210,2021-01-02T08:50:20,2021-01-05T04:10:41.794690,620
20211,2021-01-03T09:30:08,2021-01-06T19:04:59.571971,360
20212,2021-01-01T02:19:33,2021-01-03T16:58:59.945042,360
20213,2021-01-01T03:59:37,2021-01-03T23:25:32.608445,360
20214,2021-01-03T12:19:07,2021-01-06T15:56:55.045963,620
20215,2021-01-02T10:50:31,2021-01-05T02:45:40.298010,516
20216,2021-01-07T10:56:25,2021-01-10T22:16:06.012611,360
20217,2021-01-02T15:29:36,2021-01-05T16:48:33.998960,360
20218,2021-01-07T07:46:58,2021-01-10T03:40:05.550190,620
20219,2021-01-07T07:30:41,2021-01-09T11:34:43.122254,516
20220,2021-01-04T11:17:35,2021-01-06T10:23:50.786498,516
20221,2021-01-04T07:14:55,2021-01-06T19:52:38.231579,360
20222,2021-01-01T14:16:59,2021-01-03T08:06:13.326882,620
20223,2021-01-04T18:00:23,2021-01-08T00:27:46.349403,360
20224,2021-01-05T13:01:32,2021-01-07T18:17:17.838317,
20225,2021-01-01T18:02:25,2021-01-03T03:14:16.722148,516
20226,2021-01-05T17:08:23,2021-01-08T01:29:58.433285,620
20227,2021-01-06T07:15:23,2021-01-09T02:37:26.408187,
20228,2021-01-04T17:08:16,2021-01-07T09:33:18.789718,620
20229,2021-01-03T09:53:50,2021-01-05T05:59:30.764425,620
20230,2021-01-04T09:56:07,2021-01-06T18:00:26.511354,516
20231,2021-01-04T21:51:58,2021-01-07T23:37:52.555813,360
20232,2021-01-03T15:39:11,2021-01-05T06:35:04.928025,620
20233,2021-01-07T04:52:46,2021-01-09T04:55:08.804122,516
20234,2021-01-05T00:55:57,2021-01-06T18:46:42.560876,516
20235,2021-01-06T10:36:38,2021-01-08T03:30:37.831256,516
20236,2021-01-05T17:02:30,2021-01-08T02:55:31.310750,620
20237,2021-01-04T17:26:26,2021-01-07T13:29:27.702990,360
20238,2021-01-04T10:37:47,2021-01-06T10:18:32.874971,620
20239,2021-01-02T12:54:31,,360
20240,2021-01-03T07:24:47,2021-01-05T02:42:32.116919,516
20241,2021-01-07T15:10:48,,360
20242,2021-01-07T23:13:27,2021-01-11T00:55:23.120947,360
20243,2021-01-02T04:01:08,2021-01-04T13:49:15.542677,360
20244,2021-01-06T01:16:58,2021-01-08T03:48:11.323445,516
20245,2021-01-06T20:01:34,2021-01-08T20:20:35.176744,620
20246,2021-01-04T10:59:31,2021-01-07T08:47:46.740128,360
20247,2021-01-04T04:59:20,2021-01-07T06:54:00.570349,360
20248,2021-01-05T15:02:20,2021-01-08T10:46:20.442214,
20249,2021-01-05T17:25:23,2021-01-07T20:42:53.786583,516
20250,2021-01-05T11:57:32,2021-01-07T09:00:17.032486,516
20251,2021-01-05T09:18:07,2021-01-07T09:07:15.525513,620
20252,2021-01-05T16:28:34,2021-01-08T05:35:23.154219,620
20253,2021-01-01T04:26:56,2021-01-03T12:24:19.033748,620
20254,2021-01-06T14:38:39,,360
20255,2021-01-01T22:11:04,2021-01-03T11:47:22.567973,516
20256,2021-01-01T22:59:44,,360
20257,2021-01-02T10:50:11,2021-01-04T12:17:09.004947,516
20258,2021-01-04T11:22:26,2021-01-06T12:39:13.100490,620
20259,2021-01-05T14:23:01,2021-01-06T20:39:31.994055,620
20260,2021-01-03T10:28:11,2021-01-05T23:07:38.497059,360
20261,2021-01-04T04:08:24,2021-01-05T14:13:44.801371,516
20262,2021-01-05T20:08:18,2021-01-07T19:51:09.705256,
20263,2021-01-06T20:16:28,2021-01-07T05:52:48.499938,620
20264,2021-01-07T04:47:05,2021-01-07T05:51:43.044536,516
20265,2021-01-02T13:50:07,2021-01-04T16:54:48.316158,
20266,2021-01-06T02:07:40,2021-01-07T18:06:22.584002,360
20267,2021-01-04T20:58:51,,360
20268,2021-01-05T22:23:25,2021-01-07T23:16:32.820700,360
20269,2021-01-01T06:20:04,2021-01-01T12:36:58.976153,516
20270,2021-01-08T01:09:13,2021-01-10T16:38:55.903485,360
20271,2021-01-05T03:55:37,2021-01-06T20:26:35.355443,620
20272,2021-01-07T04:44:45,2021-01-10T03:12:36.630264,360
20273,2021-01-05T17:19:51,2021-01-05T22:38:19.577759,516
20274,2021-01-07T16:07:37,2021-01-08T17:05:31.272148,620
20275,2021-01-05T07:12:24,2021-01-07T12:02:39.799875,360
20276,2021-01-03T01:02:31,2021-01-05T03:40:09.138151,360
20277,2021-01-06T01:51:12,2021-01-06T19:54:04.143056,620
20278,2021-01-01T05:50:54,2021-01-01T22:36:33.444531,516
20279,2021-01-03T16:34:10,2021-01-06T02:27:16.695800,360
20280,2021-01-02T03:01:35,2021-01-03T08:15:28.878529,620
20281,2021-01-05T14:21:35,2021-01-06T09:12:37.456740,620
20282,2021-01-01T10:48:12,2021-01-02T14:11:30.961409,620
20283,2021-01-05T23:14:51,2021-01-08T08:33:42.667998,360
20284,2021-01-03T10:05:48,2021-01-04T22:35:07.119473,360
20285,2021-01-04T01:52:31,2021-01-04T20:34:45.015941,620
20286,2021-01-03T04:49:12,,516
20287,2021-01-07T07:45:30,2021-01-07T13:14:47.536031,516
20288,2021-01-02T19:26:33,2021-01-03T04:10:43.718315,516
20289,2021-01-02T09:44:42,2021-01-04T03:53:53.091759,360
20290,2021-01-05T04:43:25,2021-01-07T04:22:02.752931,360
20291,2021-01-06T06:11:34,2021-01-08T04:39:46.764165,360
20292,2021-01-07T19:45:39,2021-01-08T07:40:01.436715,516
20293,2021-01-07T01:07:09,2021-01-09T14:35:21.727640,
20294,2021-01-06T09:52:37,2021-01-07T15:42:44.314178,620
20295,2021-01-02T22:10:38,2021-01-04T22:21:06.176310,
20296,2021-01-06T05:31:17,2021-01-07T23:27:31.186628,360
20297,2021-01-06T06:25:36,2021-01-07T18:18:56.158842,620
20298,2021-01-03T03:11:27,2021-01-05T09:17:09.844858,360
20299,2021-01-01T21:07:55,2021-01-03T11:06:28.574421,620
20300,2021-01-07T13:31:34,2021-01-08T15:05:15.322142,620
20301,2021-01-07T19:24:19,2021-01-08T07:46:37.794722,516
20302,2021-01-06T20:12:21,2021-01-08T07:00:03.567323,620
20303,2021-01-01T09:44:47,2021-01-02T16:00:46.513488,620
20304,2021-01-05T01:57:41,2021-01-06T14:34:15.856078,620
20305,2021-01-07T04:00:46,2021-01-07T18:09:54.245517,620
20306,2021-01-02T19:47:10,2021-01-03T23:23:32.966132,620
20307,2021-01-08T04:28:25,2021-01-09T16:32:54.956758,620
20308,2021-01-01T14:45:28,2021-01-02T01:47:53.358907,516
20309,2021-01-07T08:14:33,2021-01-08T04:03:46.397770,620
20310,2021-01-06T21:16:32,,516
20311,2021-01-03T04:19:07,2021-01-04T11:42:47.420977,620
20312,2021-01-05T06:11:32,2021-01-06T17:09:20.198090,620
20313,2021-01-04T00:08:21,2021-01-06T11:27:46.518717,516
20314,2021-01-03T08:55:09,2021-01-06T15:24:46.907819,620
20315,2021-01-07T07:28:24,2021-01-07T16:55:56.403590,516
20316,2021-01-02T20:16:22,2021-01-03T07:08:13.833477,516
20317,2021-01-08T06:48:49,2021-01-10T08:04:27.747375,360
20318,2021-01-02T12:05:39,2021-01-04T13:26:56.054786,360
20319,2021-01-01T15:04:59,2021-01-02T16:27:44.545277,620
20320,2021-01-07T15:35:54,,516
20321,2021-01-03T10:41:23,2021-01-04T08:31:58.921695,516
20322,2021-01-08T10:53:47,2021-01-09T12:48:25.378255,620
20323,2021-01-06T06:24:19,2021-01-06T16:37:06.112953,516
20324,2021-01-02T17:53:04,2021-01-04T14:02:30.955521,360
20325,2021-01-01T19:28:25,2021-01-01T13:36:15.568884,516
20326,2021-01-06T11:27:20,2021-01-08T02:34:00.444621,620
20327,2021-01-04T11:32:36,2021-01-05T13:38:17.160773,620
20328,2021-01-05T03:11:01,2021-01-07T07:11:36.890547,360
20329,2021-01-01T03:26:38,2021-01-02T02:24:26.241181,516
20330,2021-01-06T17:19:04,2021-01-07T04:49:44.111080,620
20331,2021-01-04T21:35:01,2021-01-07T07:03:51.831300,360
20332,2021-01-02T16:53:45,2021-01-04T07:29:43.493340,360
20333,2021-01-02T08:11:04,2021-01-03T01:26:33.725087,516
20334,2021-01-02T08:57:13,2021-01-03T15:01:10.788431,620
20335,2021-01-06T19:10:14,,360
20336,2021-01-06T01:21:25,2021-01-07T22:20:25.735804,360
20337,2021-01-04T04:21:35,2021-01-06T05:59:53.929502,360
20338,2021-01-07T20:03:17,2021-01-09T04:24:03.908850,620
20339,2021-01-02T01:48:00,2021-01-02T09:59:13.344723,516
20340,2021-01-05T02:39:41,2021-01-05T11:45:47.250399,516
20341,2021-01-01T13:40:28,2021-01-03T19:20:38.663574,360
20342,2021-01-03T23:46:15,2021-01-05T17:58:14.497183,620
20343,2021-01-08T06:22:35,2021-01-10T21:05:05.675341,
20344,2021-01-08T10:10:30,2021-01-09T22:59:59.744914,620
20345,2021-01-06T07:07:14,2021-01-06T23:07:04.196466,516
20346,2021-01-03T22:16:04,2021-01-06T17:28:53.020245,
20347,2021-01-04T18:32:21,2021-01-05T13:22:20.915469,620
20348,2021-01-05T06:42:57,2021-01-05T09:51:02.581696,516
20349,2021-01-05T12:35:18,2021-01-07T03:11:38.435666,620
20350,2021-01-02T01:19:01,2021-01-03T04:46:22.744409,620
20351,2021-01-03T19:16:32,2021-01-06T04:03:21.724787,360
20352,2021-01-02T08:41:34,2021-01-04T06:43:46.595541,360
20353,2021-01-06T15:49:30,2021-01-08T19:47:25.236623,620
20354,2021-01-01T21:21:26,2021-01-04T19:00:19.392602,
20355,2021-01-03T19:55:54,2021-01-07T00:18:46.115516,
20356,2021-01-04T06:53:55,2021-01-07T15:57:54.224359,360
20357,2021-01-05T17:50:05,2021-01-08T21:18:34.025006,620
20358,2021-01-02T22:21:24,2021-01-06T01:07:41.799285,620
20359,2021-01-04T15:44:47,2021-01-07T15:50:48.491113,360
20360,2021-01-03T20:24:24,2021-01-06T22:33:40.811862,360
20361,2021-01-03T04:53:28,2021-01-05T14:58:12.295821,620
20362,2021-01-01T06:05:41,2021-01-04T16:30:04.634844,360
20363,2021-01-06T01:19:46,,516
20364,2021-01-08T09:15:43,2021-01-11T03:12:48.662930,516
20365,2021-01-06T14:44:46,2021-01-09T06:03:58.651518,516
20366,2021-01-03T12:14:32,2021-01-06T06:22:20.424245,620
20367,2021-01-01T05:55:51,2021-01-04T03:04:42.840379,620
20368,2021-01-01T18:26:30,2021-01-04T13:29:02.281573,620
20369,2021-01-07T09:20:05,2021-01-10T05:18:28.850102,620
20370,2021-01-03T13:39:31,2021-01-06T08:10:53.177518,516
20371,2021-01-07T04:43:42,2021-01-09T22:47:02.049924,516
20372,2021-01-03T06:05:57,2021-01-05T20:46:54.335913,516
20373,2021-01-01T15:27:51,2021-01-04T09:13:29.088695,360
20374,2021-01-03T09:27:33,2021-01-06T04:47:38.197739,360
20375,2021-01-07T11:43:23,2021-01-10T09:20:16.408323,
20376,2021-01-04T06:35:59,2021-01-07T13:09:31.487702,516
20377,2021-01-02T04:24:47,2021-01-05T20:44:38.191104,620
20378,2021-01-01T10:00:19,2021-01-04T12:07:38.648271,620
20379,2021-01-01T11:45:08,2021-01-04T08:07:35.503187,516
20380,2021-01-01T05:13:39,2021-01-03T22:59:11.395713,516
20381,2021-01-06T03:17:53,,360
20382,2021-01-04T01:23:52,2021-01-06T15:56:58.073860,620
20383,2021-01-02T16:50:42,,516
20384,2021-01-04T12:43:20,2021-01-07T10:44:58.173584,620
20385,2021-01-07T06:38:14,2021-01-10T09:15:44.863070,360
20386,2021-01-02T01:38:59,2021-01-05T16:26:13.171348,620
20387,2021-01-07T04:40:17,2021-01-09T01:27:45.362375,516
20388,2021-01-01T13:27:23,2021-01-04T21:20:57.190337,360
20389,2021-01-07T05:30:15,2021-01-10T05:07:29.729034,516
20390,2021-01-06T06:22:18,2021-01-09T04:25:34.999161,516
20391,2021-01-08T07:40:02,2021-01-10T22:52:38.464660,516
20392,2021-01-01T19:06:21,2021-01-05T00:06:04.703347,516
20393,2021-01-07T22:04:48,2021-01-10T11:30:54.278128,360
20394,2021-01-06T09:00:59,2021-01-09T00:59:44.850244,620
20395,2021-01-03T23:11:53,2021-01-06T08:32:09.833569,516
20396,2021-01-08T05:27:40,2021-01-11T06:37:46.478515,516
20397,2021-01-05T08:00:46,2021-01-08T06:50:02.040481,360
20398,2021-01-04T10:34:56,2021-01-07T14:18:31.699347,360
20399,2021-01-07T07:22:04,2021-01-10T00:47:31.424468,360
20400,2021-01-01T17:55:34,2021-01-04T18:22:16.361778,516
20401,2021-01-04T01:26:11,2021-01-07T02:38:08.081747,620
20402,2021-01-01T01:25:24,2021-01-04T01:55:43.745168,620
20403,2021-01-06T07:00:41,2021-01-08T20:26:33.691400,620
20404,2021-01-02T01:23:39,2021-01-05T03:54:15.804007,620
20405,2021-01-07T16:56:42,2021-01-11T17:21:02.030445,360
20406,2021-01-07T20:34:03,2021-01-11T01:06:57.395674,620
20407,2021-01-05T08:36:57,2021-01-07T19:28:14.968341,516
20408,2021-01-05T11:46:57,2021-01-07T21:12:03.748182,516
20409,2021-01-01T15:58:00,2021-01-04T09:50:08.180413,516
20410,2021-01-07T19:49:27,2021-01-11T04:48:09.771884,360
20411,2021-01-08T03:21:00,2021-01-10T11:20:17.435044,516
20412,2021-01-02T15:25:13,2021-01-05T16:20:03.815374,360
20413,2021-01-04T01:52:40,2021-01-06T22:20:40.259343,360
20414,2021-01-07T14:11:32,2021-01-10T06:08:59.339152,516
20415,2021-01-03T16:33:09,2021-01-06T09:04:28.173553,360
20416,2021-01-04T14:07:32,2021-01-07T17:53:46.870985,516
20417,2021-01-03T13:14:45,2021-01-06T19:57:03.456336,516
20418,2021-01-06T16:58:49,2021-01-09T11:49:53.363144,620
20419,2021-01-05T21:21:12,2021-01-08T11:59:45.538312,360
20420,2021-01-03T00:10:21,2021-01-05T12:05:53.870760,516
20421,2021-01-01T18:18:16,2021-01-03T23:09:23.785987,516
