session_id,timestamp,user_id,product_id,event_type,offered_discount,purchase_id
100014,2021-01-03T15:57:08,102,1001,BUY_PRODUCT,20,20010
100015,2021-01-03T07:46:12,102,1049,VIEW_PRODUCT,10,
100015,2021-01-03T07:50:52,102,1054,VIEW_PRODUCT,10,
100015,2021-01-03T07:55:08,102,1048,VIEW_PRODUCT,10,
100015,2021-01-03T07:58:02,102,1052,VIEW_PRODUCT,10,
100015,2021-01-03T08:00:12,102,1052,BUY_PRODUCT,10,20011
100016,2021-01-06T07:40:05,102,1283,VIEW_PRODUCT,0,
100016,2021-01-06T07:42:33,102,1283,BUY_PRODUCT,0,20012
100017,2021-01-05T06:00:34,102,1281,VIEW_PRODUCT,0,
100017,2021-01-05T06:03:17,102,1278,VIEW_PRODUCT,0,
100018,2021-01-04T12:49:16,,1318,VIEW_PRODUCT,0,
100018,2021-01-04T12:53:40,102,1318,BUY_PRODUCT,0,20013
100019,2021-01-03T17:54:42,102,1056,VIEW_PRODUCT,0,
100019,2021-01-03T17:56:00,102,1049,VIEW_PRODUCT,0,
100019,2021-01-03T18:00:36,102,1048,VIEW_PRODUCT,0,
100019,2021-01-03T18:03:23,102,1051,VIEW_PRODUCT,0,
100019,2021-01-03T18:07:56,102,1055,VIEW_PRODUCT,0,
100019,2021-01-03T18:10:39,102,1054,VIEW_PRODUCT,0,
100019,2021-01-03T18:14:42,102,1053,VIEW_PRODUCT,0,
100019,2021-01-03T18:18:44,102,1050,VIEW_PRODUCT,0,
100019,2021-01-03T18:22:43,102,1052,VIEW_PRODUCT,0,
100019,2021-01-03T18:25:17,102,1052,BUY_PRODUCT,0,20014
100020,2021-01-06T19:26:21,102,1318,VIEW_PRODUCT,0,
100021,2021-01-08T10:15:00,102,1043,VIEW_PRODUCT,20,
100021,2021-01-08T10:15:25,102,1044,VIEW_PRODUCT,20,
100021,2021-01-08T10:19:15,102,1046,VIEW_PRODUCT,20,
100021,2021-01-08T10:19:22,102,1041,VIEW_PRODUCT,20,
100021,2021-01-08T10:23:19,102,1084,VIEW_PRODUCT,20,
100021,2021-01-08T10:25:16,102,1084,BUY_PRODUCT,20,20015
100022,2021-01-08T01:52:57,102,1001,VIEW_PRODUCT,0,
100022,2021-01-08T01:57:33,102,1001,BUY_PRODUCT,0,20016
100023,2021-01-01T01:16:35,102,1276,VIEW_PRODUCT,20,
100024,2021-01-05T17:12:29,102,1283,VIEW_PRODUCT,10,
100024,2021-01-05T17:16:20,102,1283,BUY_PRODUCT,10,20017
100025,2021-01-01T14:19:14,102,1004,VIEW_PRODUCT,15,
100025,2021-01-01T14:20:53,102,1011,VIEW_PRODUCT,15,
100025,2021-01-01T14:23:12,102,1007,VIEW_PRODUCT,15,
100025,2021-01-01T14:26:00,102,1012,VIEW_PRODUCT,15,
100025,2021-01-01T14:30:13,102,1009,VIEW_PRODUCT,15,
100025,2021-01-01T14:34:29,102,1005,VIEW_PRODUCT,15,
100025,2021-01-01T14:38:16,102,1010,VIEW_PRODUCT,15,
100025,2021-01-01T14:42:57,102,1013,VIEW_PRODUCT,15,
100026,2021-01-01T15:41:49,102,1001,VIEW_PRODUCT,10,
100026,2021-01-01T15:46:09,102,1001,BUY_PRODUCT,10,20018
100027,2021-01-05T14:35:27,102,1283,VIEW_PRODUCT,0,
100027,2021-01-05T14:36:21,102,1283,BUY_PRODUCT,0,20019
100028,2021-01-04T19:08:50,102,1233,VIEW_PRODUCT,10,
100028,2021-01-04T19:10:02,102,1233,BUY_PRODUCT,10,20020
100029,2021-01-02T02:52:35,102,1073,VIEW_PRODUCT,0,
100029,2021-01-02T02:55:08,102,,BUY_PRODUCT,0,20021
100030,2021-01-06T04:27:54,102,1283,VIEW_PRODUCT,15,
100030,2021-01-06T04:29:53,,1283,BUY_PRODUCT,15,20022
100031,2021-01-01T10:39:14,102,1048,VIEW_PRODUCT,5,
100031,2021-01-01T10:43:42,102,1052,VIEW_PRODUCT,5,
100031,2021-01-01T10:47:57,102,1055,VIEW_PRODUCT,5,
100031,2021-01-01T10:50:44,102,1050,VIEW_PRODUCT,5,
100031,2021-01-01T10:54:09,,1050,BUY_PRODUCT,5,20023
100032,2021-01-03T12:09:48,102,1283,VIEW_PRODUCT,0,
100033,2021-01-03T21:46:52,102,1278,VIEW_PRODUCT,0,
100033,2021-01-03T21:48:26,102,1281,VIEW_PRODUCT,0,
100034,2021-01-02T01:27:46,102,1283,VIEW_PRODUCT,10,
100034,2021-01-02T01:31:28,102,1283,BUY_PRODUCT,10,20024
100035,2021-01-04T15:07:25,,1233,VIEW_PRODUCT,0,
100035,2021-01-04T15:12:17,102,1233,BUY_PRODUCT,0,20025
100036,2021-01-04T06:04:07,102,1035,VIEW_PRODUCT,0,
100036,2021-01-04T06:04:53,102,1067,VIEW_PRODUCT,0,
100036,2021-01-04T06:09:49,102,1067,BUY_PRODUCT,0,20026
100037,2021-01-02T02:07:02,102,1277,VIEW_PRODUCT,10,
100037,2021-01-02T02:08:55,102,,BUY_PRODUCT,10,20027
100038,2021-01-08T01:36:38,102,1283,VIEW_PRODUCT,5,
100039,2021-01-02T21:00:45,102,1006,VIEW_PRODUCT,0,
100039,2021-01-02T21:04:53,102,1011,VIEW_PRODUCT,0,
100039,2021-01-02T21:09:07,102,1005,VIEW_PRODUCT,0,
100039,2021-01-02T21:12:47,102,,VIEW_PRODUCT,0,
100039,2021-01-02T21:14:35,102,1007,VIEW_PRODUCT,0,
100039,2021-01-02T21:16:01,102,1008,VIEW_PRODUCT,0,
100039,2021-01-02T21:17:39,102,1010,VIEW_PRODUCT,0,
100039,2021-01-02T21:18:13,102,1012,VIEW_PRODUCT,0,
100039,2021-01-02T21:18:19,102,1009,VIEW_PRODUCT,0,
100039,2021-01-02T21:22:48,102,,VIEW_PRODUCT,0,
100039,2021-01-02T21:26:42,102,1013,BUY_PRODUCT,0,20028
100040,2021-01-08T04:40:18,102,1055,VIEW_PRODUCT,0,
100040,2021-01-08T04:42:20,102,1056,VIEW_PRODUCT,0,
100040,2021-01-08T04:45:10,102,1053,VIEW_PRODUCT,0,
100040,2021-01-08T04:49:15,102,1057,VIEW_PRODUCT,0,
100040,2021-01-08T04:51:51,102,1051,VIEW_PRODUCT,0,
100040,2021-01-08T04:54:21,,1052,VIEW_PRODUCT,0,
100040,2021-01-08T04:58:06,102,1048,VIEW_PRODUCT,0,
100040,2021-01-08T05:03:01,102,1054,VIEW_PRODUCT,0,
100040,2021-01-08T05:04:31,102,1049,VIEW_PRODUCT,0,
100040,2021-01-08T05:06:20,102,1049,BUY_PRODUCT,0,20029
100041,2021-01-05T22:48:33,102,1276,VIEW_PRODUCT,10,
100041,2021-01-05T22:50:33,102,1276,BUY_PRODUCT,10,20030
100042,2021-01-04T01:34:54,102,1316,VIEW_PRODUCT,0,
100042,2021-01-04T01:35:29,102,1317,VIEW_PRODUCT,0,
100042,2021-01-04T01:36:27,102,1317,BUY_PRODUCT,0,20031
100043,2021-01-01T09:17:36,102,1046,VIEW_PRODUCT,5,
100043,2021-01-01T09:17:42,102,1046,BUY_PRODUCT,5,20032
100044,2021-01-06T00:57:28,,1041,VIEW_PRODUCT,0,
100044,2021-01-06T00:59:59,102,1084,VIEW_PRODUCT,0,
100044,2021-01-06T01:04:37,102,1040,VIEW_PRODUCT,0,
100044,2021-01-06T01:09:16,102,1045,VIEW_PRODUCT,0,
100044,2021-01-06T01:14:02,102,1044,VIEW_PRODUCT,0,
100044,2021-01-06T01:15:59,102,1047,VIEW_PRODUCT,0,
100044,2021-01-06T01:19:14,102,1047,BUY_PRODUCT,0,20033
100045,2021-01-03T12:37:56,103,1285,VIEW_PRODUCT,5,
100045,2021-01-03T12:41:16,103,1286,VIEW_PRODUCT,5,
100045,2021-01-03T12:46:14,103,1292,VIEW_PRODUCT,5,
100045,2021-01-03T12:49:32,103,1293,VIEW_PRODUCT,5,
100045,2021-01-03T12:53:04,103,1290,VIEW_PRODUCT,5,
100045,2021-01-03T12:53:32,103,1291,VIEW_PRODUCT,5,
100045,2021-01-03T12:56:20,103,1289,VIEW_PRODUCT,5,
100045,2021-01-03T12:58:08,103,1284,VIEW_PRODUCT,5,
100046,2021-01-01T22:35:09,103,1001,VIEW_PRODUCT,15,
100046,2021-01-01T22:35:22,103,1001,BUY_PRODUCT,15,20034
100047,2021-01-08T02:41:09,103,1035,VIEW_PRODUCT,0,
100047,2021-01-08T02:44:25,103,1035,BUY_PRODUCT,0,20035
100048,2021-01-03T11:32:16,103,1072,VIEW_PRODUCT,20,
100048,2021-01-03T11:33:43,103,1074,VIEW_PRODUCT,20,
100048,2021-01-03T11:35:49,103,1222,VIEW_PRODUCT,20,
100048,2021-01-03T11:38:23,103,1073,VIEW_PRODUCT,20,
100048,2021-01-03T11:42:27,103,1073,BUY_PRODUCT,20,20036
100049,2021-01-04T19:58:02,103,1276,VIEW_PRODUCT,15,
100050,2021-01-05T16:26:22,103,1001,VIEW_PRODUCT,15,
100050,2021-01-05T16:27:27,103,1001,BUY_PRODUCT,15,20037
100051,2021-01-07T12:59:32,103,,VIEW_PRODUCT,0,
100051,2021-01-07T13:04:27,103,1006,VIEW_PRODUCT,0,
100051,2021-01-07T13:05:22,103,1007,VIEW_PRODUCT,0,
100051,2021-01-07T13:05:27,103,1010,VIEW_PRODUCT,0,
100051,2021-01-07T13:07:53,103,1004,VIEW_PRODUCT,0,
100051,2021-01-07T13:12:44,103,1011,VIEW_PRODUCT,0,
100051,2021-01-07T13:13:46,103,1013,VIEW_PRODUCT,0,
100051,2021-01-07T13:17:26,103,1005,VIEW_PRODUCT,0,
100051,2021-01-07T13:18:50,103,1005,BUY_PRODUCT,0,20038
100052,2021-01-02T14:20:28,103,1222,VIEW_PRODUCT,15,
100052,2021-01-02T14:22:42,103,,VIEW_PRODUCT,15,
100052,2021-01-02T14:25:38,103,1073,VIEW_PRODUCT,15,
100052,2021-01-02T14:28:34,103,1072,VIEW_PRODUCT,15,
100053,2021-01-03T08:06:04,103,1001,VIEW_PRODUCT,0,
100053,2021-01-03T08:10:32,103,1001,BUY_PRODUCT,0,20039
100054,2021-01-02T03:53:29,103,,VIEW_PRODUCT,0,
100054,2021-01-02T03:57:39,103,1277,VIEW_PRODUCT,0,
100054,2021-01-02T03:58:38,103,1277,BUY_PRODUCT,0,20040
100055,2021-01-07T21:50:49,103,1072,VIEW_PRODUCT,5,
100055,2021-01-07T21:51:02,103,1222,VIEW_PRODUCT,5,
100056,2021-01-05T10:19:31,103,1077,VIEW_PRODUCT,15,
100056,2021-01-05T10:19:36,103,,VIEW_PRODUCT,15,
100056,2021-01-05T10:19:49,103,1003,VIEW_PRODUCT,15,
100056,2021-01-05T10:20:02,103,1075,VIEW_PRODUCT,15,
100056,2021-01-05T10:22:26,103,1080,VIEW_PRODUCT,15,
100056,2021-01-05T10:23:01,103,1002,VIEW_PRODUCT,15,
100056,2021-01-05T10:26:43,103,1081,VIEW_PRODUCT,15,
100056,2021-01-05T10:29:29,103,1076,VIEW_PRODUCT,15,
100056,2021-01-05T10:34:07,103,1078,VIEW_PRODUCT,15,
100057,2021-01-08T06:35:06,103,1056,VIEW_PRODUCT,5,
100057,2021-01-08T06:37:19,103,1052,VIEW_PRODUCT,5,
100057,2021-01-08T06:38:43,103,1057,VIEW_PRODUCT,5,
100057,2021-01-08T06:42:34,103,1048,VIEW_PRODUCT,5,
100057,2021-01-08T06:46:48,103,1048,BUY_PRODUCT,5,20041
100058,2021-01-04T10:40:37,103,1283,VIEW_PRODUCT,0,
100059,2021-01-04T12:15:50,103,1055,VIEW_PRODUCT,0,
100059,2021-01-04T12:17:50,103,1050,VIEW_PRODUCT,0,
100059,2021-01-04T12:21:19,103,1049,VIEW_PRODUCT,0,
100059,2021-01-04T12:24:36,103,1052,VIEW_PRODUCT,0,
100059,2021-01-04T12:27:02,103,1051,VIEW_PRODUCT,0,
100059,2021-01-04T12:31:03,103,1051,BUY_PRODUCT,0,20042
100060,2021-01-05T06:55:09,103,1077,VIEW_PRODUCT,0,
100060,2021-01-05T06:59:10,103,1081,VIEW_PRODUCT,0,
100060,2021-01-05T07:04:04,103,,VIEW_PRODUCT,0,
100060,2021-01-05T07:08:37,103,1075,VIEW_PRODUCT,0,
100060,2021-01-05T07:11:00,103,1003,VIEW_PRODUCT,0,
100060,2021-01-05T07:12:57,103,1080,VIEW_PRODUCT,0,
100060,2021-01-05T07:16:01,103,1080,BUY_PRODUCT,0,20043
100061,2021-01-01T01:23:57,103,1036,VIEW_PRODUCT,0,
100061,2021-01-01T01:25:55,103,1039,VIEW_PRODUCT,0,
100061,2021-01-01T01:26:52,103,1037,VIEW_PRODUCT,0,
100061,2021-01-01T01:27:32,103,,VIEW_PRODUCT,0,
100061,2021-01-01T01:29:23,103,1033,VIEW_PRODUCT,0,
100061,2021-01-01T01:30:05,103,1034,VIEW_PRODUCT,0,
100061,2021-01-01T01:32:52,103,1017,VIEW_PRODUCT,0,
100062,2021-01-08T08:00:36,,1073,VIEW_PRODUCT,0,
100062,2021-01-08T08:02:09,103,1072,VIEW_PRODUCT,0,
100062,2021-01-08T08:03:35,103,1201,VIEW_PRODUCT,0,
100062,2021-01-08T08:05:43,103,1201,BUY_PRODUCT,0,20044
100063,2021-01-07T05:15:55,103,1067,VIEW_PRODUCT,0,
100063,2021-01-07T05:16:38,103,1067,BUY_PRODUCT,0,20045
100064,2021-01-06T19:02:01,103,1075,VIEW_PRODUCT,0,
100064,2021-01-06T19:05:34,103,1080,VIEW_PRODUCT,0,
100064,2021-01-06T19:06:52,103,1078,VIEW_PRODUCT,0,
100064,2021-01-06T19:10:50,103,1077,VIEW_PRODUCT,0,
100064,2021-01-06T19:12:24,103,1002,VIEW_PRODUCT,0,
100064,2021-01-06T19:14:46,103,1079,VIEW_PRODUCT,0,
100064,2021-01-06T19:19:21,103,1003,VIEW_PRODUCT,0,
100064,2021-01-06T19:20:38,103,1076,VIEW_PRODUCT,0,
100064,2021-01-06T19:23:07,103,1076,BUY_PRODUCT,0,20046
100065,2021-01-02T11:04:23,103,,VIEW_PRODUCT,20,
100065,2021-01-02T11:07:31,103,1276,VIEW_PRODUCT,20,
100065,2021-01-02T11:11:36,103,1276,BUY_PRODUCT,20,20047
100066,2021-01-02T09:26:36,103,1047,VIEW_PRODUCT,20,
100066,2021-01-02T09:27:53,103,1084,VIEW_PRODUCT,20,
100066,2021-01-02T09:31:44,103,1044,VIEW_PRODUCT,20,
100066,2021-01-02T09:34:03,103,1040,VIEW_PRODUCT,20,
100066,2021-01-02T09:37:15,103,1046,VIEW_PRODUCT,20,
100066,2021-01-02T09:38:09,103,1042,VIEW_PRODUCT,20,
100066,2021-01-02T09:38:31,103,1045,VIEW_PRODUCT,20,
100066,2021-01-02T09:41:06,103,1041,VIEW_PRODUCT,20,
100066,2021-01-02T09:45:49,103,1041,BUY_PRODUCT,20,20048
100067,2021-01-05T03:11:45,103,1318,VIEW_PRODUCT,15,
100067,2021-01-05T03:12:19,103,1318,BUY_PRODUCT,15,20049
100068,2021-01-01T17:35:48,103,1044,VIEW_PRODUCT,0,
100068,2021-01-01T17:36:53,,1044,BUY_PRODUCT,0,20050
100069,2021-01-06T08:47:57,103,1278,VIEW_PRODUCT,15,
100069,2021-01-06T08:51:50,103,1278,BUY_PRODUCT,15,20051
100070,2021-01-04T23:00:49,103,1051,VIEW_PRODUCT,20,
100070,2021-01-04T23:05:10,103,1051,BUY_PRODUCT,20,20052
100071,2021-01-06T22:11:14,,1317,VIEW_PRODUCT,0,
100071,2021-01-06T22:15:33,103,1316,VIEW_PRODUCT,0,
100071,2021-01-06T22:18:27,103,,VIEW_PRODUCT,0,
100071,2021-01-06T22:20:35,103,1319,VIEW_PRODUCT,0,
100071,2021-01-06T22:23:44,103,1319,BUY_PRODUCT,0,20053
100072,2021-01-03T16:58:18,103,1276,VIEW_PRODUCT,20,
100072,2021-01-03T17:00:50,103,1276,BUY_PRODUCT,20,20054
100073,2021-01-07T12:35:28,103,1318,VIEW_PRODUCT,10,
100073,2021-01-07T12:36:08,103,1318,BUY_PRODUCT,10,20055
100074,2021-01-08T03:48:53,103,1283,VIEW_PRODUCT,20,
100074,2021-01-08T03:50:35,103,,BUY_PRODUCT,20,20056
100075,2021-01-02T08:54:40,103,1287,VIEW_PRODUCT,0,
100075,2021-01-02T08:55:44,103,1289,VIEW_PRODUCT,0,
100075,2021-01-02T08:57:45,103,1286,VIEW_PRODUCT,0,
100075,2021-01-02T09:01:20,,1292,VIEW_PRODUCT,0,
100075,2021-01-02T09:02:50,103,1288,VIEW_PRODUCT,0,
100075,2021-01-02T09:05:01,103,1290,VIEW_PRODUCT,0,
100075,2021-01-02T09:06:56,103,1291,VIEW_PRODUCT,0,
100076,2021-01-06T02:12:13,103,1316,VIEW_PRODUCT,20,
100076,2021-01-06T02:13:16,103,1317,VIEW_PRODUCT,20,
100076,2021-01-06T02:16:26,103,1319,VIEW_PRODUCT,20,
100076,2021-01-06T02:20:47,103,1315,VIEW_PRODUCT,20,
100076,2021-01-06T02:24:40,,1315,BUY_PRODUCT,20,20057
100077,2021-01-04T05:23:16,103,1315,VIEW_PRODUCT,0,
100077,2021-01-04T05:24:40,103,1316,VIEW_PRODUCT,0,
100077,2021-01-04T05:24:45,103,1316,BUY_PRODUCT,0,20058
100078,2021-01-04T07:02:26,103,1318,VIEW_PRODUCT,0,
100079,2021-01-04T11:19:39,103,1233,VIEW_PRODUCT,0,
100079,2021-01-04T11:20:28,103,1234,VIEW_PRODUCT,0,
100079,2021-01-04T11:21:35,103,1234,BUY_PRODUCT,0,20059
100080,2021-01-07T01:12:37,103,1319,VIEW_PRODUCT,0,
100080,2021-01-07T01:15:14,103,1315,VIEW_PRODUCT,0,
100081,2021-01-07T09:28:41,103,1318,VIEW_PRODUCT,10,
100081,2021-01-07T09:31:03,103,1318,BUY_PRODUCT,10,20060
100082,2021-01-07T09:26:57,103,1284,VIEW_PRODUCT,0,
100082,2021-01-07T09:31:09,103,1285,VIEW_PRODUCT,0,
100082,2021-01-07T09:34:31,103,1291,VIEW_PRODUCT,0,
100082,2021-01-07T09:34:49,103,1289,VIEW_PRODUCT,0,
100082,2021-01-07T09:35:51,103,1293,VIEW_PRODUCT,0,
100082,2021-01-07T09:38:03,103,1287,VIEW_PRODUCT,0,
100082,2021-01-07T09:40:27,103,1290,VIEW_PRODUCT,0,
100082,2021-01-07T09:42:52,103,1288,VIEW_PRODUCT,0,
100082,2021-01-07T09:43:51,103,1292,VIEW_PRODUCT,0,
100083,2021-01-01T18:21:35,103,1288,VIEW_PRODUCT,0,
100083,2021-01-01T18:21:47,103,1287,VIEW_PRODUCT,0,
100083,2021-01-01T18:25:24,103,1285,VIEW_PRODUCT,0,
100083,2021-01-01T18:29:29,,1289,VIEW_PRODUCT,0,
100083,2021-01-01T18:29:50,103,1286,VIEW_PRODUCT,0,
100083,2021-01-01T18:32:15,103,,VIEW_PRODUCT,0,
100083,2021-01-01T18:32:59,103,1284,VIEW_PRODUCT,0,
100083,2021-01-01T18:37:39,103,1291,VIEW_PRODUCT,0,
100083,2021-01-01T18:42:39,103,,VIEW_PRODUCT,0,
100083,2021-01-01T18:46:24,103,1290,BUY_PRODUCT,0,20061
100084,2021-01-04T10:32:24,103,1234,VIEW_PRODUCT,0,
100084,2021-01-04T10:34:51,103,1233,VIEW_PRODUCT,0,
100084,2021-01-04T10:36:45,103,1233,BUY_PRODUCT,0,20062
100085,2021-01-08T01:10:10,103,1076,VIEW_PRODUCT,15,
100085,2021-01-08T01:12:15,103,1076,BUY_PRODUCT,15,20063
100086,2021-01-06T08:26:40,103,1234,VIEW_PRODUCT,0,
100086,2021-01-06T08:27:59,103,1234,BUY_PRODUCT,0,20064
100087,2021-01-03T03:48:07,103,1283,VIEW_PRODUCT,0,
100087,2021-01-03T03:49:42,103,1283,BUY_PRODUCT,0,20065
100088,2021-01-06T13:22:50,103,1234,VIEW_PRODUCT,0,
100088,2021-01-06T13:23:21,103,1233,VIEW_PRODUCT,0,
100088,2021-01-06T13:25:58,103,1233,BUY_PRODUCT,0,20066
100089,2021-01-05T21:02:34,103,1318,VIEW_PRODUCT,0,
100089,2021-01-05T21:07:22,103,1318,BUY_PRODUCT,0,20067
100090,2021-01-06T04:11:39,103,1075,VIEW_PRODUCT,0,
100090,2021-01-06T04:13:46,103,1003,VIEW_PRODUCT,0,
100090,2021-01-06T04:18:40,103,1076,VIEW_PRODUCT,0,
100090,2021-01-06T04:20:16,103,1076,BUY_PRODUCT,0,20068
100091,2021-01-04T00:38:19,103,1001,VIEW_PRODUCT,0,
100091,2021-01-04T00:41:26,,1001,BUY_PRODUCT,0,20069
100092,2021-01-01T19:02:11,103,1037,VIEW_PRODUCT,20,
100092,2021-01-01T19:02:46,103,1033,VIEW_PRODUCT,20,
100092,2021-01-01T19:07:21,103,1033,BUY_PRODUCT,20,20070
100093,2021-01-04T01:57:08,103,,VIEW_PRODUCT,0,
100093,2021-01-04T01:57:45,103,1057,VIEW_PRODUCT,0,
100093,2021-01-04T02:02:17,103,1051,VIEW_PRODUCT,0,
100093,2021-01-04T02:03:32,103,1054,VIEW_PRODUCT,0,
100093,2021-01-04T02:05:47,103,1052,VIEW_PRODUCT,0,
100093,2021-01-04T02:07:42,103,1055,VIEW_PRODUCT,0,
100093,2021-01-04T02:12:03,103,1049,VIEW_PRODUCT,0,
100093,2021-01-04T02:13:38,103,1056,VIEW_PRODUCT,0,
100094,2021-01-08T05:10:59,103,1276,VIEW_PRODUCT,0,
100094,2021-01-08T05:12:24,103,1277,VIEW_PRODUCT,0,
100095,2021-01-02T04:37:42,103,1283,VIEW_PRODUCT,0,
100096,2021-01-01T22:09:04,103,1318,VIEW_PRODUCT,0,
100096,2021-01-01T22:10:09,103,1318,BUY_PRODUCT,0,20071
100097,2021-01-04T20:52:05,103,1077,VIEW_PRODUCT,0,
100097,2021-01-04T20:53:58,103,1002,VIEW_PRODUCT,0,
100097,2021-01-04T20:54:57,103,1078,VIEW_PRODUCT,0,
100097,2021-01-04T20:58:02,103,1081,VIEW_PRODUCT,0,
100098,2021-01-01T06:55:01,103,1005,VIEW_PRODUCT,20,
100098,2021-01-01T06:57:40,103,1004,VIEW_PRODUCT,20,
100098,2021-01-01T06:57:54,103,1012,VIEW_PRODUCT,20,
100098,2021-01-01T06:58:04,103,1013,VIEW_PRODUCT,20,
100098,2021-01-01T06:58:40,103,1011,VIEW_PRODUCT,20,
100098,2021-01-01T07:01:07,103,1008,VIEW_PRODUCT,20,
100098,2021-01-01T07:05:18,,1010,VIEW_PRODUCT,20,
100098,2021-01-01T07:07:01,103,1010,BUY_PRODUCT,20,20072
100099,2021-01-05T09:05:22,103,1234,VIEW_PRODUCT,0,
100099,2021-01-05T09:10:17,103,1233,VIEW_PRODUCT,0,
100100,2021-01-06T12:14:54,103,1067,VIEW_PRODUCT,0,
100100,2021-01-06T12:17:04,103,1067,BUY_PRODUCT,0,20073
100101,2021-01-07T06:33:10,103,1017,VIEW_PRODUCT,5,
100101,2021-01-07T06:37:12,103,1038,VIEW_PRODUCT,5,
100101,2021-01-07T06:40:26,103,1032,VIEW_PRODUCT,5,
100101,2021-01-07T06:44:42,103,,VIEW_PRODUCT,5,
100101,2021-01-07T06:49:15,103,1036,VIEW_PRODUCT,5,
100101,2021-01-07T06:49:39,103,1034,VIEW_PRODUCT,5,
100101,2021-01-07T06:50:26,103,1033,VIEW_PRODUCT,5,
100101,2021-01-07T06:52:17,103,1030,VIEW_PRODUCT,5,
100101,2021-01-07T06:54:29,103,1025,VIEW_PRODUCT,5,
100101,2021-01-07T06:57:01,103,1025,BUY_PRODUCT,5,20074
100102,2021-01-08T08:22:44,103,1318,VIEW_PRODUCT,10,
100102,2021-01-08T08:23:04,103,1318,BUY_PRODUCT,10,20075
100103,2021-01-06T22:10:26,103,1234,VIEW_PRODUCT,0,
100103,2021-01-06T22:13:31,,1233,VIEW_PRODUCT,0,
100103,2021-01-06T22:15:27,103,1233,BUY_PRODUCT,0,20076
100104,2021-01-04T20:29:31,103,1234,VIEW_PRODUCT,20,
100104,2021-01-04T20:33:04,103,1234,BUY_PRODUCT,20,20077
100105,2021-01-06T04:47:06,103,1001,VIEW_PRODUCT,20,
100105,2021-01-06T04:51:30,103,1001,BUY_PRODUCT,20,20078
100106,2021-01-06T11:11:01,103,1234,VIEW_PRODUCT,10,
100106,2021-01-06T11:14:11,103,1233,VIEW_PRODUCT,10,
100106,2021-01-06T11:18:21,103,1233,BUY_PRODUCT,10,20079
100107,2021-01-04T22:51:03,103,,VIEW_PRODUCT,0,
100107,2021-01-04T22:56:00,103,1076,VIEW_PRODUCT,0,
100107,2021-01-04T22:57:35,103,1081,VIEW_PRODUCT,0,
100107,2021-01-04T22:58:27,103,1003,VIEW_PRODUCT,0,
100107,2021-01-04T22:59:20,103,1075,VIEW_PRODUCT,0,
100107,2021-01-04T22:59:43,103,,VIEW_PRODUCT,0,
100107,2021-01-04T23:01:34,103,1002,VIEW_PRODUCT,0,
100107,2021-01-04T23:03:11,103,1078,VIEW_PRODUCT,0,
100107,2021-01-04T23:05:42,103,1078,BUY_PRODUCT,0,20080
