user_id,product_id,purchase_id
106.0,1286.0,20191.0
106.0,1067.0,20193.0
106.0,1315.0,20194.0
106.0,1277.0,20196.0
106.0,1009.0,20197.0
106.0,1318.0,20198.0
106.0,1005.0,20199.0
106.0,1292.0,20200.0
106.0,1002.0,20201.0
106.0,1080.0,20202.0
106.0,1281.0,20203.0
106.0,1234.0,20204.0
106.0,1277.0,20205.0
106.0,,20207.0
106.0,1001.0,20208.0
106.0,1050.0,20209.0
106.0,1318.0,20210.0
106.0,1036.0,20211.0
106.0,1041.0,20212.0
106.0,1030.0,20213.0
106.0,1276.0,20214.0
106.0,1001.0,20215.0
106.0,1072.0,20216.0
106.0,1045.0,20217.0
106.0,1047.0,20218.0
107.0,,20219.0
107.0,1076.0,20220.0
107.0,1315.0,20221.0
107.0,1084.0,20222.0
107.0,1011.0,20223.0
107.0,1283.0,20224.0
107.0,1319.0,20225.0
107.0,1045.0,20226.0
107.0,1317.0,20227.0
107.0,1222.0,20228.0
107.0,1084.0,20230.0
107.0,1043.0,20231.0
107.0,1318.0,20232.0
107.0,1036.0,20234.0
107.0,1201.0,20235.0
107.0,1001.0,20236.0
107.0,1283.0,20237.0
107.0,,20238.0
107.0,1234.0,20239.0
107.0,1276.0,20240.0
107.0,1277.0,20241.0
107.0,1077.0,20242.0
107.0,1075.0,20243.0
107.0,1234.0,20244.0
107.0,,20245.0
107.0,1055.0,20246.0
107.0,1281.0,20247.0
107.0,1286.0,20248.0
107.0,1233.0,20249.0
107.0,1318.0,20250.0
107.0,,20251.0
107.0,1048.0,20252.0
107.0,1291.0,20253.0
107.0,1001.0,20254.0
107.0,1080.0,20255.0
107.0,1034.0,20256.0
107.0,1081.0,20257.0
107.0,1277.0,20258.0
107.0,1079.0,20259.0
107.0,1319.0,20260.0
107.0,1277.0,20261.0
107.0,1287.0,20262.0
108.0,1315.0,20263.0
108.0,1008.0,20264.0
108.0,1276.0,20265.0
108.0,1030.0,20266.0
108.0,1057.0,20267.0
108.0,1283.0,20268.0
108.0,1049.0,20270.0
108.0,1318.0,20271.0
108.0,1001.0,20272.0
108.0,1035.0,20273.0
108.0,1277.0,20275.0
108.0,1001.0,20276.0
108.0,1001.0,20277.0
108.0,1283.0,20278.0
108.0,1079.0,20279.0
108.0,1281.0,20280.0
108.0,1283.0,20281.0
108.0,1035.0,20282.0
108.0,1233.0,20283.0
108.0,1283.0,20284.0
108.0,1048.0,20285.0
108.0,1044.0,20286.0
108.0,1283.0,20287.0
108.0,1010.0,20288.0
108.0,1017.0,20289.0
108.0,1051.0,20290.0
108.0,1278.0,20291.0
108.0,1222.0,20292.0
108.0,1001.0,20293.0
108.0,1276.0,20294.0
108.0,,20295.0
108.0,1044.0,20296.0
108.0,1233.0,20297.0
108.0,1046.0,20298.0
108.0,1283.0,20299.0
108.0,1284.0,20300.0
108.0,1084.0,20302.0
108.0,1084.0,20304.0
108.0,1318.0,20305.0
108.0,1084.0,20306.0
108.0,1001.0,20307.0
108.0,,20308.0
108.0,1318.0,20309.0
108.0,1276.0,20310.0
108.0,1316.0,20312.0
109.0,1037.0,20313.0
109.0,1234.0,20314.0
110.0,1043.0,20315.0
110.0,1001.0,20316.0
110.0,1035.0,20317.0
110.0,1067.0,20318.0
110.0,1277.0,20319.0
110.0,1047.0,20320.0
110.0,1056.0,20321.0
110.0,1234.0,20322.0
110.0,1013.0,20323.0
110.0,,20324.0
110.0,1057.0,20325.0
110.0,1319.0,20326.0
110.0,1001.0,20327.0
110.0,1035.0,20328.0
110.0,1055.0,20329.0
110.0,1234.0,20330.0
110.0,1047.0,20331.0
110.0,1043.0,20332.0
110.0,1072.0,20333.0
110.0,1001.0,20334.0
110.0,1317.0,20335.0
110.0,1291.0,20336.0
110.0,1001.0,20337.0
110.0,1318.0,20338.0
110.0,1036.0,20339.0
110.0,1009.0,20341.0
110.0,1046.0,20342.0
110.0,1035.0,20344.0
110.0,1072.0,20345.0
110.0,1318.0,20346.0
110.0,1289.0,20347.0
110.0,1317.0,20348.0
110.0,1074.0,20349.0
110.0,1053.0,20350.0
110.0,1043.0,20351.0
110.0,1315.0,20352.0
111.0,1283.0,20353.0
111.0,1045.0,20354.0
111.0,1052.0,20355.0
111.0,1283.0,20356.0
111.0,1056.0,20358.0
111.0,1278.0,20359.0
111.0,1034.0,20360.0
111.0,1035.0,20361.0
111.0,1277.0,20362.0
111.0,1035.0,20363.0
111.0,1048.0,20364.0
111.0,1278.0,20365.0
111.0,1201.0,20367.0
111.0,1319.0,20368.0
111.0,1052.0,20369.0
111.0,1278.0,20370.0
111.0,1281.0,20371.0
111.0,1233.0,20372.0
111.0,1001.0,20373.0
111.0,1319.0,20374.0
111.0,1278.0,20375.0
111.0,1001.0,20376.0
111.0,1318.0,20377.0
111.0,1318.0,20378.0
111.0,1283.0,20379.0
111.0,,20380.0
111.0,1317.0,20381.0
111.0,1234.0,20382.0
111.0,1233.0,20383.0
111.0,1234.0,20384.0
111.0,1044.0,20385.0
111.0,1051.0,20386.0
111.0,1067.0,20387.0
111.0,1318.0,20388.0
111.0,1043.0,20389.0
111.0,1287.0,20390.0
111.0,1002.0,20391.0
111.0,1001.0,20392.0
111.0,1067.0,20393.0
111.0,1011.0,20394.0
111.0,1281.0,20395.0
111.0,1315.0,20396.0
111.0,1006.0,20397.0
111.0,1051.0,20398.0
111.0,1052.0,20399.0
111.0,1318.0,20400.0
111.0,1009.0,20401.0
111.0,1276.0,20402.0
111.0,1067.0,20403.0
111.0,1234.0,20404.0
111.0,1044.0,20405.0
111.0,1233.0,20407.0
111.0,1067.0,20409.0
111.0,1076.0,20410.0
111.0,1233.0,20411.0
111.0,1293.0,20412.0
111.0,1002.0,20413.0
111.0,1283.0,20414.0
111.0,1318.0,20415.0
111.0,1009.0,20416.0
111.0,1035.0,20417.0
111.0,1277.0,20418.0
111.0,1073.0,20419.0
111.0,1011.0,20420.0
111.0,1067.0,20421.0
111.0,1035.0,20422.0
112.0,1315.0,20423.0
112.0,1278.0,20424.0
112.0,1005.0,20425.0
112.0,,20426.0
112.0,1035.0,20427.0
112.0,1003.0,20428.0
112.0,1079.0,20429.0
112.0,1283.0,20430.0
112.0,1013.0,20431.0
112.0,1056.0,20432.0
112.0,,20433.0
112.0,1072.0,20434.0
112.0,1073.0,20435.0
112.0,1318.0,20436.0
112.0,1234.0,20437.0
112.0,1080.0,20438.0
112.0,1276.0,20439.0
112.0,1039.0,20441.0
112.0,1001.0,20442.0
112.0,1319.0,20443.0
112.0,1081.0,20444.0
112.0,1318.0,20445.0
112.0,1033.0,20447.0
112.0,1318.0,20448.0
112.0,1318.0,20449.0
112.0,1318.0,20450.0
112.0,1318.0,20451.0
112.0,1318.0,20452.0
112.0,,20453.0
112.0,1283.0,20454.0
112.0,,20455.0
112.0,1281.0,20456.0
112.0,1277.0,20457.0
112.0,1283.0,20458.0
112.0,1001.0,20459.0
112.0,1044.0,20460.0
112.0,1292.0,20461.0
112.0,1278.0,20462.0
112.0,1001.0,20463.0
112.0,,20465.0
113.0,1292.0,20468.0
113.0,1001.0,20469.0
113.0,1040.0,20470.0
113.0,1277.0,20471.0
113.0,1318.0,20472.0
113.0,1318.0,20473.0
113.0,1318.0,20474.0
113.0,1040.0,20475.0
113.0,1048.0,20476.0
113.0,1233.0,20477.0
113.0,1283.0,20478.0
113.0,1276.0,20479.0
113.0,1001.0,20480.0
113.0,1084.0,20481.0
113.0,1036.0,20483.0
113.0,1076.0,20484.0
113.0,1278.0,20485.0
113.0,1001.0,20486.0
113.0,1003.0,20487.0
113.0,1318.0,20488.0
113.0,1073.0,20489.0
113.0,1012.0,20490.0
113.0,1319.0,20491.0
113.0,1035.0,20492.0
113.0,1032.0,20493.0
113.0,1293.0,20494.0
113.0,1318.0,20495.0
113.0,1067.0,20496.0
113.0,1277.0,20497.0
113.0,1038.0,20498.0
113.0,1318.0,20499.0
113.0,1288.0,20501.0
113.0,1318.0,20502.0
113.0,1043.0,20504.0
113.0,1001.0,20505.0
113.0,1034.0,20506.0
113.0,1276.0,20507.0
113.0,1009.0,20508.0
113.0,1222.0,20509.0
113.0,1067.0,20510.0
113.0,1081.0,20512.0
113.0,1276.0,20513.0
113.0,,20514.0
114.0,,20515.0
114.0,1283.0,20516.0
114.0,1283.0,20517.0
114.0,1052.0,20518.0
114.0,1013.0,20519.0
114.0,1001.0,20522.0
115.0,1278.0,20523.0
115.0,1035.0,20524.0
115.0,1047.0,20525.0
115.0,1290.0,20526.0
115.0,1281.0,20527.0
115.0,1277.0,20528.0
115.0,1067.0,20529.0
115.0,1017.0,20530.0
115.0,1035.0,20531.0
115.0,1278.0,20532.0
115.0,1010.0,20533.0
115.0,1285.0,20534.0
115.0,1318.0,20535.0
115.0,1233.0,20536.0
115.0,,20537.0
115.0,1290.0,20538.0
115.0,1001.0,20539.0
115.0,1067.0,20541.0
115.0,1277.0,20542.0
115.0,1007.0,20544.0
115.0,1318.0,20545.0
115.0,1005.0,20546.0
115.0,,20547.0
115.0,1081.0,20548.0
115.0,1222.0,20549.0
115.0,1278.0,20550.0
115.0,1286.0,20551.0
115.0,1013.0,20552.0
115.0,1319.0,20553.0
115.0,1073.0,20554.0
115.0,1001.0,20555.0
115.0,1043.0,20556.0
115.0,1041.0,20557.0
115.0,1040.0,20558.0
115.0,1278.0,20559.0
115.0,1283.0,20560.0
115.0,,20561.0
115.0,1055.0,20562.0
115.0,1057.0,20563.0
115.0,1316.0,20564.0
115.0,1281.0,20565.0
115.0,1001.0,20566.0
115.0,1003.0,20567.0
115.0,1009.0,20568.0
115.0,1074.0,20569.0
115.0,1053.0,20570.0
115.0,1072.0,20571.0
115.0,1078.0,20572.0
115.0,1277.0,20573.0
115.0,1234.0,20574.0
115.0,1033.0,20575.0
115.0,1009.0,20576.0
115.0,1001.0,20577.0
115.0,1001.0,20578.0
115.0,1319.0,20579.0
115.0,1056.0,20580.0
115.0,1283.0,20581.0
115.0,1017.0,20582.0
115.0,1234.0,20583.0
115.0,1318.0,20584.0
116.0,1057.0,20585.0
116.0,1049.0,20586.0
116.0,1003.0,20587.0
116.0,1072.0,20588.0
116.0,1046.0,20589.0
116.0,,20590.0
116.0,1067.0,20591.0
116.0,1277.0,20592.0
116.0,1047.0,20593.0
116.0,,20594.0
116.0,1036.0,20595.0
116.0,1293.0,20596.0
116.0,1054.0,20597.0
116.0,1283.0,20598.0
116.0,1043.0,20599.0
116.0,1044.0,20600.0
116.0,,20601.0
116.0,1081.0,20602.0
116.0,1025.0,20603.0
116.0,1234.0,20604.0
116.0,1233.0,20605.0
116.0,1007.0,20607.0
116.0,1010.0,20608.0
116.0,1081.0,20609.0
116.0,1045.0,20610.0
116.0,1001.0,20611.0
117.0,1044.0,20612.0
117.0,1010.0,20613.0
117.0,1025.0,20614.0
117.0,1281.0,20615.0
117.0,1281.0,20616.0
117.0,1277.0,20617.0
117.0,1004.0,20618.0
117.0,1318.0,20619.0
117.0,1233.0,20620.0
117.0,1276.0,20621.0
117.0,1074.0,20622.0
117.0,1001.0,20623.0
117.0,1318.0,20624.0
117.0,1291.0,20625.0
117.0,1012.0,20626.0
117.0,1318.0,20627.0
117.0,1285.0,20628.0
117.0,1042.0,20629.0
117.0,1234.0,20630.0
117.0,1278.0,20631.0
117.0,1001.0,20632.0
117.0,1233.0,20633.0
117.0,1067.0,20634.0
117.0,1285.0,20635.0
117.0,1080.0,20636.0
117.0,1201.0,20637.0
117.0,1036.0,20638.0
117.0,1030.0,20639.0
117.0,1283.0,20640.0
117.0,1284.0,20641.0
117.0,1006.0,20642.0
117.0,1035.0,20643.0
117.0,1057.0,20644.0
117.0,1037.0,20645.0
117.0,1283.0,20646.0
117.0,1053.0,20647.0
117.0,1047.0,20648.0
117.0,1234.0,20649.0
117.0,1233.0,20650.0
117.0,1074.0,20651.0
117.0,1318.0,20652.0
117.0,1010.0,20653.0
117.0,1044.0,20654.0
117.0,1222.0,20655.0
117.0,1318.0,20656.0
117.0,1030.0,20657.0
117.0,1046.0,20658.0
117.0,1080.0,20659.0
117.0,1318.0,20660.0
117.0,,20661.0
117.0,1052.0,20662.0
117.0,1067.0,20663.0
117.0,1032.0,20664.0
117.0,1201.0,20665.0
117.0,1233.0,20666.0
117.0,1234.0,20667.0
117.0,1283.0,20668.0
117.0,1283.0,20669.0
117.0,1003.0,20670.0
117.0,1052.0,20671.0
117.0,1001.0,20672.0
117.0,1276.0,20673.0
117.0,1278.0,20674.0
117.0,1002.0,20675.0
117.0,1234.0,20676.0
117.0,1056.0,20677.0
117.0,1222.0,20678.0
117.0,1287.0,20679.0
118.0,1318.0,20680.0
118.0,,20681.0
118.0,1318.0,20682.0
118.0,1276.0,20683.0
118.0,1076.0,20684.0
118.0,1315.0,20685.0
118.0,1067.0,20686.0
118.0,1004.0,20687.0
118.0,1035.0,20688.0
118.0,1042.0,20689.0
118.0,1013.0,20691.0
118.0,1035.0,20692.0
118.0,1035.0,20693.0
118.0,1030.0,20694.0
118.0,1032.0,20695.0
118.0,1048.0,20696.0
118.0,1038.0,20697.0
118.0,1072.0,20698.0
118.0,1233.0,20699.0
118.0,1056.0,20700.0
118.0,1050.0,20701.0
118.0,1317.0,20702.0
118.0,1222.0,20703.0
118.0,1077.0,20704.0
118.0,1081.0,20705.0
118.0,1001.0,20706.0
118.0,1050.0,20707.0
118.0,1289.0,20708.0
118.0,1080.0,20709.0
118.0,1201.0,20710.0
118.0,1001.0,20711.0
118.0,1233.0,20712.0
118.0,1004.0,20713.0
118.0,1050.0,20714.0
118.0,1056.0,20715.0
118.0,1201.0,20716.0
118.0,1001.0,20717.0
118.0,,20718.0
118.0,1276.0,20719.0
118.0,1067.0,20720.0
118.0,1283.0,20721.0
118.0,1053.0,20722.0
118.0,1289.0,20723.0
118.0,1036.0,20724.0
118.0,1001.0,20725.0
118.0,1046.0,20726.0
118.0,1292.0,20727.0
118.0,1318.0,20728.0
118.0,1276.0,20729.0
118.0,1319.0,20731.0
118.0,1290.0,20732.0
118.0,1277.0,20733.0
118.0,1041.0,20734.0
118.0,1035.0,20735.0
118.0,1288.0,20736.0
118.0,1073.0,20737.0
118.0,1317.0,20739.0
118.0,1233.0,20740.0
118.0,1291.0,20741.0
118.0,1276.0,20742.0
118.0,1281.0,20743.0
118.0,1039.0,20744.0
118.0,1030.0,20745.0
118.0,1001.0,20746.0
118.0,1276.0,20747.0
118.0,1067.0,20748.0
118.0,1278.0,20749.0
119.0,1283.0,20750.0
119.0,1315.0,20751.0
119.0,1234.0,20752.0
119.0,1233.0,20753.0
119.0,1035.0,20754.0
119.0,1276.0,20755.0
119.0,1291.0,20756.0
119.0,1051.0,20757.0
119.0,1067.0,20758.0
119.0,1278.0,20759.0
119.0,1277.0,20761.0
119.0,1067.0,20762.0
119.0,1288.0,20763.0
119.0,1316.0,20764.0
119.0,1276.0,20765.0
119.0,1234.0,20766.0
119.0,1315.0,20767.0
119.0,1050.0,20768.0
119.0,1318.0,20769.0
119.0,1277.0,20770.0
119.0,1318.0,20771.0
119.0,1319.0,20772.0
120.0,1049.0,20773.0
120.0,1276.0,20774.0
120.0,1233.0,20775.0
120.0,1055.0,20776.0
120.0,1010.0,20777.0
120.0,1036.0,20778.0
120.0,1277.0,20779.0
120.0,1281.0,20781.0
120.0,1292.0,20782.0
120.0,1032.0,20783.0
120.0,1276.0,20784.0
120.0,1318.0,20785.0
120.0,1290.0,20786.0
120.0,1047.0,20787.0
120.0,1036.0,20788.0
120.0,1276.0,20789.0
120.0,1283.0,20790.0
120.0,1001.0,20791.0
120.0,1039.0,20792.0
120.0,1276.0,20793.0
120.0,1036.0,20794.0
120.0,1056.0,20795.0
120.0,1278.0,20796.0
120.0,1234.0,20797.0
120.0,1278.0,20798.0
120.0,1045.0,20799.0
121.0,1319.0,20800.0
121.0,1032.0,20801.0
121.0,1316.0,20802.0
121.0,1075.0,20803.0
121.0,1041.0,20804.0
121.0,1009.0,20805.0
121.0,1079.0,20806.0
121.0,1075.0,20807.0
121.0,1293.0,20808.0
121.0,1046.0,20809.0
121.0,1052.0,20810.0
121.0,1017.0,20811.0
121.0,1277.0,20812.0
121.0,1030.0,20813.0
121.0,1045.0,20814.0
121.0,1291.0,20815.0
121.0,,20816.0
121.0,1050.0,20817.0
121.0,1281.0,20818.0
121.0,1047.0,20819.0
121.0,1222.0,20821.0
121.0,1283.0,20822.0
121.0,1283.0,20823.0
121.0,1318.0,20824.0
121.0,1067.0,20825.0
121.0,1038.0,20826.0
121.0,1073.0,20827.0
121.0,1005.0,20828.0
121.0,,20829.0
121.0,1292.0,20830.0
121.0,1035.0,20831.0
121.0,1278.0,20832.0
121.0,1046.0,20833.0
121.0,1010.0,20834.0
121.0,1276.0,20835.0
121.0,1079.0,20837.0
121.0,1001.0,20838.0
121.0,1289.0,20839.0
121.0,1067.0,20840.0
121.0,1035.0,20841.0
121.0,1201.0,20842.0
121.0,1043.0,20843.0
121.0,1001.0,20844.0
121.0,1277.0,20845.0
121.0,1075.0,20846.0
121.0,1072.0,20847.0
121.0,1287.0,20848.0
121.0,1007.0,20849.0
121.0,1073.0,20850.0
121.0,1318.0,20851.0
121.0,1074.0,20852.0
121.0,1201.0,20853.0
121.0,1010.0,20854.0
121.0,1078.0,20855.0
121.0,1080.0,20856.0
121.0,1052.0,20857.0
121.0,1075.0,20859.0
121.0,1008.0,20860.0
121.0,1283.0,20861.0
121.0,1001.0,20862.0
121.0,1072.0,20863.0
122.0,,20864.0
122.0,1318.0,20865.0
122.0,1075.0,20866.0
122.0,1222.0,20867.0
122.0,1276.0,20868.0
122.0,,20869.0
122.0,1234.0,20870.0
122.0,1234.0,20871.0
122.0,1046.0,20873.0
122.0,1283.0,20874.0
122.0,1001.0,20875.0
122.0,1234.0,20877.0
122.0,1285.0,20878.0
122.0,1222.0,20879.0
122.0,1043.0,20880.0
122.0,1318.0,20881.0
122.0,1034.0,20882.0
122.0,1293.0,20884.0
122.0,1030.0,20885.0
122.0,1290.0,20886.0
122.0,1057.0,20887.0
122.0,1318.0,20888.0
122.0,1315.0,20889.0
122.0,1025.0,20890.0
122.0,1281.0,20891.0
122.0,1234.0,20892.0
122.0,1276.0,20893.0
122.0,1233.0,20894.0
122.0,1035.0,20895.0
122.0,1004.0,20896.0
122.0,1002.0,20898.0
122.0,1283.0,20899.0
122.0,1033.0,20900.0
122.0,1234.0,20901.0
122.0,1001.0,20902.0
122.0,1001.0,20904.0
122.0,1315.0,20905.0
122.0,,20906.0
122.0,1001.0,20907.0
122.0,1001.0,20908.0
122.0,1035.0,20909.0
122.0,1315.0,20910.0
122.0,1319.0,20911.0
122.0,1234.0,20912.0
122.0,1234.0,20913.0
122.0,1035.0,20914.0
122.0,,20916.0
122.0,1283.0,20917.0
122.0,1281.0,20918.0
122.0,1025.0,20919.0
122.0,1281.0,20921.0
122.0,1072.0,20922.0
123.0,1234.0,20923.0
123.0,1001.0,20924.0
123.0,1316.0,20925.0
123.0,1042.0,20926.0
123.0,1055.0,20927.0
123.0,1277.0,20928.0
123.0,1278.0,20929.0
123.0,1012.0,20930.0
123.0,1318.0,20931.0
123.0,1318.0,20932.0
123.0,1283.0,20933.0
123.0,1017.0,20934.0
123.0,1276.0,20936.0
124.0,1067.0,20938.0
124.0,1039.0,20939.0
124.0,1080.0,20941.0
124.0,,20942.0
124.0,1233.0,20943.0
124.0,1281.0,20944.0
124.0,1276.0,20945.0
124.0,1276.0,20946.0
124.0,1316.0,20949.0
124.0,1233.0,20950.0
124.0,1006.0,20951.0
125.0,1041.0,20952.0
125.0,1233.0,20953.0
125.0,1283.0,20954.0
125.0,1289.0,20955.0
125.0,1319.0,20956.0
125.0,1054.0,20957.0
125.0,1277.0,20958.0
125.0,1316.0,20959.0
125.0,1276.0,20960.0
125.0,,20961.0
125.0,1201.0,20962.0
125.0,1077.0,20963.0
125.0,1057.0,20964.0
125.0,1007.0,20965.0
125.0,1318.0,20966.0
125.0,1234.0,20967.0
125.0,1037.0,20968.0
125.0,1233.0,20969.0
125.0,1067.0,20970.0
125.0,1001.0,20971.0
125.0,1278.0,20972.0
125.0,1035.0,20973.0
125.0,1283.0,20974.0
125.0,1001.0,20975.0
125.0,1319.0,20976.0
125.0,1051.0,20977.0
125.0,1056.0,20978.0
125.0,1281.0,20979.0
125.0,1318.0,20980.0
125.0,1277.0,20981.0
125.0,1290.0,20982.0
125.0,,20983.0
125.0,1281.0,20984.0
125.0,1277.0,20985.0
125.0,1001.0,20986.0
125.0,1055.0,20987.0
125.0,1234.0,20988.0
126.0,1283.0,20989.0
126.0,1043.0,20990.0
126.0,1281.0,20991.0
126.0,1278.0,20992.0
126.0,1043.0,20993.0
126.0,1278.0,20994.0
126.0,1233.0,20995.0
126.0,1318.0,20996.0
126.0,1288.0,20997.0
126.0,,20998.0
126.0,1038.0,20999.0
126.0,1006.0,21000.0
126.0,1222.0,21001.0
126.0,1233.0,21002.0
126.0,1233.0,21003.0
126.0,1012.0,21004.0
126.0,1035.0,21005.0
126.0,1318.0,21007.0
126.0,1001.0,21008.0
126.0,1283.0,21009.0
126.0,1281.0,21010.0
126.0,1001.0,21011.0
126.0,1001.0,21012.0
126.0,1276.0,21013.0
126.0,1281.0,21014.0
126.0,1072.0,21015.0
126.0,1079.0,21017.0
126.0,1034.0,21018.0
126.0,1318.0,21019.0
126.0,1001.0,21020.0
126.0,1013.0,21021.0
127.0,1287.0,21022.0
127.0,1034.0,21023.0
127.0,1008.0,21024.0
127.0,1072.0,21025.0
127.0,1011.0,21028.0
127.0,1006.0,21029.0
127.0,1004.0,21030.0
127.0,1011.0,21031.0
127.0,1075.0,21032.0
127.0,1278.0,21033.0
127.0,1047.0,21034.0
127.0,1025.0,21035.0
127.0,1032.0,21036.0
127.0,1048.0,21037.0
127.0,1037.0,21038.0
127.0,1233.0,21039.0
127.0,1234.0,21040.0
127.0,1284.0,21041.0
128.0,1317.0,21042.0
128.0,1318.0,21043.0
128.0,1319.0,21044.0
128.0,1292.0,21045.0
128.0,1318.0,21046.0
128.0,1078.0,21047.0
128.0,1233.0,21048.0
128.0,1035.0,21049.0
128.0,1315.0,21050.0
128.0,1281.0,21051.0
128.0,1067.0,21052.0
128.0,1284.0,21053.0
128.0,1044.0,21054.0
128.0,1233.0,21055.0
128.0,1283.0,21056.0
128.0,1001.0,21057.0
128.0,1281.0,21058.0
128.0,1074.0,21059.0
128.0,,21060.0
128.0,1033.0,21061.0
128.0,1054.0,21062.0
128.0,1233.0,21063.0
128.0,1291.0,21064.0
128.0,1283.0,21065.0
128.0,1201.0,21066.0
128.0,1001.0,21067.0
128.0,1283.0,21068.0
128.0,1001.0,21069.0
128.0,1073.0,21071.0
128.0,1318.0,21072.0
128.0,1034.0,21073.0
